clip_id,start_frame,end_frame,label_start_frame,label_end_frame,target_class,event_id,event_overlap_frames,fps,source_video,window_id
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,336,399,359,374,pass,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0007,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,279
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,352,415,375,390,pass,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0007,6,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,280
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,368,431,391,406,pass,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0008,3,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,281
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,384,447,407,422,pass,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0008,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,282
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,400,463,423,438,pass,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0008,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,283
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,416,479,439,454,pass,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0008,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,284
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,432,495,455,470,pass,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0008,9,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,285
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,448,511,471,486,pass,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0009,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,286
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,464,527,487,502,shot,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0010,12,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,287
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,480,543,503,518,shot,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0010,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,288
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,496,559,519,534,shot,england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p__event_0010,1,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,289
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,512,575,535,550,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,290
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,528,591,551,566,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,291
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,544,607,567,582,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,292
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,560,623,583,598,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,293
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,576,639,599,614,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,294
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,592,655,615,630,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,295
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,608,671,631,646,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,296
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,624,687,647,662,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,297
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,640,703,663,678,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,298
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,656,719,679,694,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,299
england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p,672,735,695,710,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2015_10_03___17_00_Manchester_City_6___1_Newcastle_Utd__h1_720p.mp4,300
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,0,63,23,38,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,301
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,16,79,39,54,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,302
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,32,95,55,70,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,303
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,48,111,71,86,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,304
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,64,127,87,102,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,305
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,80,143,103,118,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,306
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,96,159,119,134,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,307
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,112,175,135,150,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,308
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,128,191,151,166,carry,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0003,8,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,309
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,144,207,167,182,carry,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,310
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,160,223,183,198,carry,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,311
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,176,239,199,214,carry,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,312
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,192,255,215,230,carry,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,313
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,208,271,231,246,carry,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,314
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,224,287,247,262,carry,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,315
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,240,303,263,278,carry,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0003,3,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,316
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,256,319,279,294,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,317
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,272,335,295,310,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,318
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,288,351,311,326,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,319
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,304,367,327,342,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,320
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,320,383,343,358,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,321
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,336,399,359,374,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,322
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,352,415,375,390,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,323
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,368,431,391,406,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,324
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,384,447,407,422,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,325
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,400,463,423,438,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,326
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,416,479,439,454,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,327
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,432,495,455,470,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,328
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,448,511,471,486,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,329
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,464,527,487,502,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,330
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,480,543,503,518,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,331
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,496,559,519,534,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,332
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,512,575,535,550,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,333
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,528,591,551,566,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,334
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,544,607,567,582,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,335
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,560,623,583,598,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,336
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,576,639,599,614,pass,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0006,8,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,337
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,592,655,615,630,pass,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0006,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,338
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,608,671,631,646,pass,england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p__event_0006,6,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,339
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,624,687,647,662,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,340
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,640,703,663,678,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,341
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,656,719,679,694,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,342
england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p,672,735,695,710,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_23___20_30_West_Ham_2___2_Manchester_City__h2_720p.mp4,343
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,0,63,23,38,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,344
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,16,79,39,54,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,345
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,32,95,55,70,pass,england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p__event_0002,7,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,346
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,48,111,71,86,pass,england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p__event_0002,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,347
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,64,127,87,102,pass,england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p__event_0002,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,348
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,80,143,103,118,pass,england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p__event_0002,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,349
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,96,159,119,134,pass,england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p__event_0002,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,350
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,112,175,135,150,pass,england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p__event_0002,1,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,351
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,128,191,151,166,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,352
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,144,207,167,182,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,353
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,160,223,183,198,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,354
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,176,239,199,214,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,355
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,192,255,215,230,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,356
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,208,271,231,246,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,357
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,224,287,247,262,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,358
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,240,303,263,278,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,359
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,256,319,279,294,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,360
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,272,335,295,310,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,361
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,288,351,311,326,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,362
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,304,367,327,342,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,363
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,320,383,343,358,pass,england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p__event_0003,16,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,364
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,336,399,359,374,pass,england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p__event_0003,9,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,365
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,352,415,375,390,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,366
england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p,368,431,391,406,background,,0,25.000000,temporal_module\data\gold_event_project\cvat_uploads\england_epl__2015_2016__2016_01_24___19_00_Arsenal_0___1_Chelsea__h1_720p.mp4,367
